delivery_id,pharmacy_id,courier_id,zone,order_created_at,promised_time,delivered_time,distance_miles,traffic_level,priority,weather_flag,status
D01627,P009,C029,33139,2026-03-14 07:08:00.531828,2026-03-14 07:39:00.531828,2026-03-14 07:37:23.226075,2.9,high,normal,1,delivered
D01628,P007,C029,33139,2026-03-14 08:07:00.531828,2026-03-14 08:52:00.531828,2026-03-14 08:59:20.482604,4.22,low,normal,1,delivered
D01629,P001,C017,33109,2026-03-14 10:12:00.531828,2026-03-14 10:46:00.531828,2026-03-14 10:41:00.531828,2.89,high,urgent,1,delivered
D01630,P006,C027,33139,2026-03-14 07:00:00.531828,2026-03-14 07:30:00.531828,2026-03-14 07:25:00.531828,1.93,high,urgent,0,delivered
D01631,P005,C001,33101,2026-03-14 06:54:00.531828,2026-03-14 07:25:00.531828,2026-03-14 07:20:00.531828,0.58,low,normal,1,delivered
D01632,P011,C020,33139,2026-03-14 09:13:00.531828,2026-03-14 09:46:00.531828,2026-03-14 09:52:55.193146,3.11,low,urgent,1,delivered
D01633,P001,C002,33109,2026-03-14 06:58:00.531828,2026-03-14 07:29:00.531828,2026-03-14 07:24:00.531828,2.16,high,urgent,1,delivered
D01634,P004,C017,33101,2026-03-14 10:14:00.531828,2026-03-14 10:53:00.531828,2026-03-14 10:50:43.631698,2.56,high,urgent,0,delivered
D01635,P002,C014,33137,2026-03-14 07:41:00.531828,2026-03-14 08:25:00.531828,2026-03-14 08:31:11.276345,5.92,high,normal,1,delivered
D01636,P002,C029,33137,2026-03-14 11:03:00.531828,2026-03-14 11:46:00.531828,2026-03-14 11:47:04.463482,3.14,medium,normal,1,delivered
D01637,P007,C005,33139,2026-03-14 09:45:00.531828,2026-03-14 10:27:00.531828,2026-03-14 10:33:40.517617,1.65,low,urgent,0,delivered
D01638,P004,C026,33101,2026-03-14 12:00:00.531828,2026-03-14 12:41:00.531828,2026-03-14 12:36:00.531828,5.41,medium,urgent,0,delivered
D01639,P001,C013,33109,2026-03-14 10:59:00.531828,2026-03-14 11:39:00.531828,2026-03-14 11:34:00.531828,2.77,high,urgent,0,delivered
D01640,P005,C044,33101,2026-03-14 07:02:00.531828,2026-03-14 07:39:00.531828,2026-03-14 07:42:16.814192,4.12,high,urgent,1,delivered
D01641,P011,C007,33139,2026-03-14 09:21:00.531828,2026-03-14 10:02:00.531828,2026-03-14 09:57:00.531828,2.88,low,normal,1,delivered
D01642,P005,C017,33101,2026-03-14 09:40:00.531828,2026-03-14 10:14:00.531828,2026-03-14 10:09:00.531828,5.0,medium,normal,1,delivered
D01643,P003,C030,33109,2026-03-14 10:34:00.531828,2026-03-14 11:09:00.531828,2026-03-14 11:20:14.096029,4.1,high,normal,0,delivered
D01644,P000,C010,33109,2026-03-14 08:10:00.531828,2026-03-14 08:50:00.531828,2026-03-14 08:58:34.686661,4.55,low,normal,0,delivered
D01645,P009,C036,33139,2026-03-14 09:41:00.531828,2026-03-14 10:24:00.531828,2026-03-14 10:33:32.837190,5.01,low,normal,1,delivered
D01646,P009,C036,33139,2026-03-14 10:34:00.531828,2026-03-14 11:18:00.531828,2026-03-14 11:13:00.531828,1.46,low,normal,1,delivered
D01647,P001,C022,33109,2026-03-14 10:55:00.531828,2026-03-14 11:21:00.531828,2026-03-14 11:20:10.439058,1.58,low,normal,0,delivered
D01648,P011,C018,33139,2026-03-14 08:53:00.531828,2026-03-14 09:26:00.531828,2026-03-14 09:42:47.455478,1.23,medium,normal,0,delivered
D01649,P003,C030,33109,2026-03-14 08:59:00.531828,2026-03-14 09:38:00.531828,2026-03-14 09:36:03.782870,3.08,high,urgent,0,delivered
D01650,P001,C030,33109,2026-03-14 07:05:00.531828,2026-03-14 07:40:00.531828,2026-03-14 08:01:53.564087,4.86,low,urgent,1,delivered
D01651,P004,C019,33101,2026-03-14 11:41:00.531828,2026-03-14 12:12:00.531828,2026-03-14 12:20:35.181118,5.41,medium,urgent,0,delivered
D01652,P005,C042,33101,2026-03-14 06:22:00.531828,2026-03-14 06:57:00.531828,2026-03-14 06:58:09.702065,5.36,high,normal,0,delivered
D01653,P001,C048,33109,2026-03-14 10:36:00.531828,2026-03-14 11:06:00.531828,2026-03-14 11:06:09.922243,5.55,low,urgent,0,delivered
D01654,P003,C005,33109,2026-03-14 07:40:00.531828,2026-03-14 08:09:00.531828,2026-03-14 08:21:16.007341,5.56,medium,urgent,1,delivered
D01655,P005,C021,33101,2026-03-14 06:47:00.531828,2026-03-14 07:12:00.531828,2026-03-14 07:12:35.644533,1.28,low,urgent,0,delivered
D01656,P005,C049,33101,2026-03-14 07:14:00.531828,2026-03-14 07:46:00.531828,2026-03-14 07:45:31.103673,1.71,medium,urgent,1,delivered
D01657,P007,C011,33139,2026-03-14 11:43:00.531828,2026-03-14 12:28:00.531828,2026-03-14 12:42:04.732033,4.54,low,urgent,0,delivered
D01658,P011,C036,33139,2026-03-14 11:36:00.531828,2026-03-14 12:01:00.531828,2026-03-14 12:10:16.307564,3.76,low,urgent,0,delivered
D01659,P004,C025,33101,2026-03-14 10:56:00.531828,2026-03-14 11:41:00.531828,2026-03-14 11:38:37.400570,4.54,low,normal,1,delivered
D01660,P009,C004,33139,2026-03-14 07:46:00.531828,2026-03-14 08:11:00.531828,2026-03-14 08:15:31.466515,2.36,low,normal,0,delivered
D01661,P006,C025,33139,2026-03-14 08:59:00.531828,2026-03-14 09:34:00.531828,2026-03-14 09:32:37.620479,3.16,medium,urgent,1,delivered
D01662,P008,C005,33101,2026-03-14 10:48:00.531828,2026-03-14 11:27:00.531828,2026-03-14 11:28:47.947854,4.62,low,urgent,0,delivered
D01663,P000,C000,33109,2026-03-14 11:09:00.531828,2026-03-14 11:49:00.531828,2026-03-14 11:44:00.531828,5.09,low,normal,0,delivered
D01664,P003,C043,33109,2026-03-14 09:28:00.531828,2026-03-14 10:06:00.531828,2026-03-14 10:12:29.425229,1.82,medium,normal,0,delivered
D01665,P010,C018,33109,2026-03-14 07:16:00.531828,2026-03-14 07:45:00.531828,2026-03-14 07:49:49.247598,4.68,low,urgent,1,delivered
D01666,P007,C032,33139,2026-03-14 06:23:00.531828,2026-03-14 06:50:00.531828,2026-03-14 06:46:09.502793,2.23,low,normal,1,delivered
D01667,P003,C037,33109,2026-03-14 06:37:00.531828,2026-03-14 07:18:00.531828,2026-03-14 07:13:00.531828,1.01,low,urgent,1,delivered
D01668,P006,C043,33139,2026-03-14 07:50:00.531828,2026-03-14 08:32:00.531828,2026-03-14 08:37:17.982705,2.44,high,urgent,0,delivered
D01669,P004,C014,33101,2026-03-14 08:03:00.531828,2026-03-14 08:42:00.531828,2026-03-14 08:38:10.207277,4.76,low,urgent,1,delivered
D01670,P007,C030,33139,2026-03-14 09:47:00.531828,2026-03-14 10:23:00.531828,2026-03-14 10:18:00.531828,1.72,low,normal,0,delivered
D01671,P002,C006,33137,2026-03-14 07:41:00.531828,2026-03-14 08:17:00.531828,2026-03-14 08:24:07.090413,4.59,medium,urgent,1,delivered
D01672,P006,C027,33139,2026-03-14 09:12:00.531828,2026-03-14 09:46:00.531828,2026-03-14 09:48:20.515365,5.58,low,normal,0,delivered
D01673,P010,C009,33109,2026-03-14 09:00:00.531828,2026-03-14 09:43:00.531828,2026-03-14 09:38:00.531828,4.27,high,urgent,1,delivered
D01674,P008,C047,33101,2026-03-14 07:00:00.531828,2026-03-14 07:33:00.531828,2026-03-14 07:28:00.531828,5.0,low,urgent,1,delivered
D01675,P008,C036,33101,2026-03-14 08:22:00.531828,2026-03-14 09:05:00.531828,2026-03-14 09:00:00.531828,4.2,high,normal,0,delivered
D01676,P005,C033,33101,2026-03-14 11:43:00.531828,2026-03-14 12:08:00.531828,2026-03-14 12:14:09.365448,2.65,medium,urgent,0,delivered
D01677,P008,C005,33101,2026-03-14 10:32:00.531828,2026-03-14 10:58:00.531828,2026-03-14 10:56:55.440157,4.76,high,urgent,0,delivered
D01678,P003,C009,33109,2026-03-14 11:51:00.531828,2026-03-14 12:18:00.531828,2026-03-14 12:28:23.318259,0.9,medium,normal,1,delivered
D01679,P005,C027,33101,2026-03-14 09:26:00.531828,2026-03-14 09:57:00.531828,2026-03-14 10:06:47.462276,4.8,high,normal,0,delivered
D01680,P004,C027,33101,2026-03-14 08:16:00.531828,2026-03-14 09:00:00.531828,2026-03-14 08:55:00.531828,3.5,high,urgent,0,delivered
D01681,P006,C042,33139,2026-03-14 06:47:00.531828,2026-03-14 07:20:00.531828,2026-03-14 07:39:25.922969,5.75,low,normal,1,delivered
D01682,P007,C021,33139,2026-03-14 07:19:00.531828,2026-03-14 07:52:00.531828,2026-03-14 08:03:15.827974,1.3,medium,normal,1,delivered
D01683,P009,C038,33139,2026-03-14 07:13:00.531828,2026-03-14 07:44:00.531828,2026-03-14 07:56:06.846578,3.86,medium,urgent,1,delivered
D01684,P002,C016,33137,2026-03-14 11:39:00.531828,2026-03-14 12:07:00.531828,2026-03-14 12:02:46.432772,2.52,low,normal,1,delivered
D01685,P001,C004,33109,2026-03-14 12:10:00.531828,2026-03-14 12:50:00.531828,2026-03-14 13:01:04.798304,1.04,low,urgent,0,delivered
D01686,P004,C019,33101,2026-03-14 06:39:00.531828,2026-03-14 07:08:00.531828,2026-03-14 07:09:19.286178,1.34,high,urgent,1,delivered
D01687,P007,C027,33139,2026-03-14 09:49:00.531828,2026-03-14 10:22:00.531828,2026-03-14 10:30:52.904973,1.84,high,normal,1,delivered
D01688,P006,C045,33139,2026-03-14 08:32:00.531828,2026-03-14 09:06:00.531828,2026-03-14 09:15:31.461887,0.69,medium,urgent,1,delivered
D01689,P007,C034,33139,2026-03-14 06:47:00.531828,2026-03-14 07:17:00.531828,2026-03-14 07:12:00.531828,4.83,medium,normal,0,delivered
D01690,P007,C025,33139,2026-03-14 08:36:00.531828,2026-03-14 09:18:00.531828,2026-03-14 09:18:25.958039,0.88,medium,urgent,1,delivered
D01691,P008,C003,33101,2026-03-14 09:22:00.531828,2026-03-14 09:59:00.531828,2026-03-14 09:55:21.101127,2.82,low,urgent,0,delivered
D01692,P007,C023,33139,2026-03-14 08:58:00.531828,2026-03-14 09:29:00.531828,2026-03-14 09:24:00.531828,4.74,high,urgent,1,delivered
D01693,P006,C006,33139,2026-03-14 10:59:00.531828,2026-03-14 11:44:00.531828,2026-03-14 11:43:05.420152,3.86,high,normal,0,delivered
D01694,P010,C036,33109,2026-03-14 09:58:00.531828,2026-03-14 10:25:00.531828,2026-03-14 10:41:15.797265,1.58,high,normal,0,delivered
D01695,P007,C046,33139,2026-03-14 11:55:00.531828,2026-03-14 12:23:00.531828,2026-03-14 12:28:16.536897,4.95,medium,urgent,1,delivered
D01696,P006,C033,33139,2026-03-14 07:30:00.531828,2026-03-14 08:06:00.531828,2026-03-14 08:01:50.649802,3.63,low,urgent,0,delivered
D01697,P003,C009,33109,2026-03-14 11:27:00.531828,2026-03-14 12:03:00.531828,2026-03-14 12:18:44.565229,3.12,high,urgent,0,delivered
D01698,P010,C032,33109,2026-03-14 07:03:00.531828,2026-03-14 07:37:00.531828,2026-03-14 07:32:56.995785,5.38,low,urgent,0,delivered
D01699,P001,C044,33109,2026-03-14 07:16:00.531828,2026-03-14 07:58:00.531828,2026-03-14 08:06:58.164847,1.43,medium,urgent,1,delivered
D01700,P002,C014,33137,2026-03-14 11:49:00.531828,2026-03-14 12:17:00.531828,2026-03-14 12:18:55.269140,2.52,high,normal,1,delivered
D01701,P000,C027,33109,2026-03-14 11:40:00.531828,2026-03-14 12:07:00.531828,2026-03-14 12:02:00.531828,3.26,medium,urgent,1,delivered
D01702,P008,C049,33101,2026-03-14 09:46:00.531828,2026-03-14 10:12:00.531828,2026-03-14 10:20:52.399367,5.22,medium,urgent,0,delivered
D01703,P007,C003,33139,2026-03-14 08:54:00.531828,2026-03-14 09:34:00.531828,2026-03-14 09:46:02.057909,3.82,medium,normal,1,delivered
D01704,P011,C006,33139,2026-03-14 11:51:00.531828,2026-03-14 12:17:00.531828,2026-03-14 12:14:54.788738,2.54,high,normal,0,delivered
D01705,P009,C011,33139,2026-03-14 08:17:00.531828,2026-03-14 08:54:00.531828,2026-03-14 08:58:36.500688,5.64,low,urgent,0,delivered
D01706,P009,C008,33139,2026-03-14 11:33:00.531828,2026-03-14 12:09:00.531828,2026-03-14 12:04:34.784354,1.99,medium,urgent,1,delivered
D01707,P010,C005,33109,2026-03-14 10:54:00.531828,2026-03-14 11:34:00.531828,2026-03-14 11:29:00.531828,3.6,medium,urgent,1,delivered
D01708,P000,C040,33109,2026-03-14 07:39:00.531828,2026-03-14 08:06:00.531828,2026-03-14 08:01:49.411177,1.24,high,normal,1,delivered
D01709,P010,C037,33109,2026-03-14 09:28:00.531828,2026-03-14 10:05:00.531828,2026-03-14 10:02:03.402894,2.14,high,urgent,0,delivered
D01710,P001,C017,33109,2026-03-14 08:07:00.531828,2026-03-14 08:38:00.531828,2026-03-14 08:33:00.531828,4.65,medium,normal,0,delivered
D01711,P010,C032,33109,2026-03-14 11:31:00.531828,2026-03-14 12:14:00.531828,2026-03-14 12:09:00.531828,2.52,high,urgent,0,delivered
D01712,P001,C025,33109,2026-03-14 09:02:00.531828,2026-03-14 09:32:00.531828,2026-03-14 09:34:06.675089,5.68,high,normal,0,delivered
D01713,P002,C021,33137,2026-03-14 11:10:00.531828,2026-03-14 11:41:00.531828,2026-03-14 11:36:00.531828,0.96,low,normal,1,delivered
D01714,P003,C031,33109,2026-03-14 09:43:00.531828,2026-03-14 10:27:00.531828,2026-03-14 10:27:31.159820,5.23,medium,urgent,1,delivered
D01715,P003,C031,33109,2026-03-14 07:53:00.531828,2026-03-14 08:20:00.531828,2026-03-14 08:27:11.484321,2.49,high,normal,0,delivered
D01716,P006,C018,33139,2026-03-14 08:54:00.531828,2026-03-14 09:35:00.531828,2026-03-14 09:33:21.642730,3.04,medium,normal,0,delivered
D01717,P008,C045,33101,2026-03-14 09:13:00.531828,2026-03-14 09:49:00.531828,2026-03-14 09:56:39.557513,0.51,high,urgent,0,delivered
D01718,P008,C033,33101,2026-03-14 11:18:00.531828,2026-03-14 11:50:00.531828,2026-03-14 11:45:00.531828,0.81,high,urgent,1,delivered
D01719,P009,C036,33139,2026-03-14 06:53:00.531828,2026-03-14 07:20:00.531828,2026-03-14 07:26:32.142831,2.12,low,normal,1,delivered
D01720,P008,C028,33101,2026-03-14 08:17:00.531828,2026-03-14 08:53:00.531828,2026-03-14 09:05:17.042806,1.21,medium,urgent,1,delivered
D01721,P011,C041,33139,2026-03-14 06:29:00.531828,2026-03-14 06:58:00.531828,2026-03-14 07:07:25.060668,2.2,medium,normal,1,delivered
D01722,P006,C027,33139,2026-03-14 08:45:00.531828,2026-03-14 09:18:00.531828,2026-03-14 09:23:54.295130,1.27,medium,urgent,1,delivered
D01723,P001,C026,33109,2026-03-14 06:34:00.531828,2026-03-14 07:11:00.531828,2026-03-14 07:10:45.489639,1.91,low,normal,0,delivered
D01724,P003,C047,33109,2026-03-14 08:44:00.531828,2026-03-14 09:09:00.531828,2026-03-14 09:18:38.034952,2.33,low,urgent,0,delivered
D01725,P010,C049,33109,2026-03-14 06:35:00.531828,2026-03-14 07:20:00.531828,2026-03-14 07:15:00.531828,2.37,low,urgent,0,delivered
D01726,P007,C018,33139,2026-03-14 06:22:00.531828,2026-03-14 06:50:00.531828,2026-03-14 06:45:00.531828,4.83,low,urgent,0,delivered
D01727,P010,C032,33109,2026-03-14 10:22:00.531828,2026-03-14 10:50:00.531828,2026-03-14 10:53:19.878099,4.94,high,urgent,0,delivered
D01728,P003,C048,33109,2026-03-14 06:38:00.531828,2026-03-14 07:10:00.531828,2026-03-14 07:25:41.284539,1.59,medium,urgent,0,delivered
D01729,P004,C010,33101,2026-03-14 10:11:00.531828,2026-03-14 10:43:00.531828,2026-03-14 10:49:21.961364,3.42,medium,normal,0,delivered
D01730,P009,C034,33139,2026-03-14 09:33:00.531828,2026-03-14 10:11:00.531828,2026-03-14 10:28:18.345026,3.92,low,urgent,1,delivered
D01731,P001,C015,33109,2026-03-14 09:48:00.531828,2026-03-14 10:23:00.531828,2026-03-14 10:23:20.289220,5.46,low,normal,1,delivered
D01732,P000,C003,33109,2026-03-14 11:10:00.531828,2026-03-14 11:51:00.531828,2026-03-14 11:47:02.338799,1.73,low,urgent,0,delivered
D01733,P008,C003,33101,2026-03-14 09:11:00.531828,2026-03-14 09:51:00.531828,2026-03-14 09:56:28.153091,2.28,high,urgent,1,delivered
D01734,P005,C043,33101,2026-03-14 06:27:00.531828,2026-03-14 07:10:00.531828,2026-03-14 07:05:00.531828,5.29,medium,normal,0,delivered
D01735,P002,C039,33137,2026-03-14 11:30:00.531828,2026-03-14 11:55:00.531828,2026-03-14 12:05:59.320218,2.25,high,normal,0,delivered
D01736,P011,C013,33139,2026-03-14 09:07:00.531828,2026-03-14 09:44:00.531828,2026-03-14 09:39:00.531828,0.87,medium,normal,1,delivered
D01737,P003,C006,33109,2026-03-14 09:56:00.531828,2026-03-14 10:38:00.531828,2026-03-14 10:33:00.531828,4.42,high,urgent,1,delivered
D01738,P007,C030,33139,2026-03-14 10:16:00.531828,2026-03-14 10:49:00.531828,2026-03-14 10:48:35.237961,0.69,medium,normal,0,delivered
D01739,P002,C007,33137,2026-03-14 06:31:00.531828,2026-03-14 07:02:00.531828,2026-03-14 06:57:00.531828,3.3,high,normal,0,delivered
D01740,P007,C017,33139,2026-03-14 11:57:00.531828,2026-03-14 12:36:00.531828,2026-03-14 12:42:41.280674,0.54,low,urgent,1,delivered
D01741,P009,C012,33139,2026-03-14 10:49:00.531828,2026-03-14 11:21:00.531828,2026-03-14 11:16:00.531828,5.22,low,normal,1,delivered
D01742,P000,C049,33109,2026-03-14 09:39:00.531828,2026-03-14 10:06:00.531828,2026-03-14 10:14:04.161759,3.52,medium,normal,1,delivered
D01743,P000,C010,33109,2026-03-14 07:03:00.531828,2026-03-14 07:32:00.531828,2026-03-14 07:27:00.531828,4.52,low,normal,0,delivered
D01744,P008,C040,33101,2026-03-14 07:27:00.531828,2026-03-14 08:07:00.531828,2026-03-14 08:03:06.709200,1.96,low,urgent,1,delivered
D01745,P000,C026,33109,2026-03-14 09:17:00.531828,2026-03-14 09:51:00.531828,2026-03-14 09:48:01.329411,5.08,high,urgent,0,delivered
D01746,P009,C046,33139,2026-03-14 08:18:00.531828,2026-03-14 08:54:00.531828,2026-03-14 09:01:30.411105,5.61,medium,normal,0,delivered
D01747,P003,C009,33109,2026-03-14 10:36:00.531828,2026-03-14 11:19:00.531828,2026-03-14 11:20:13.022935,3.57,high,urgent,0,delivered
D01748,P008,C046,33101,2026-03-14 07:01:00.531828,2026-03-14 07:34:00.531828,2026-03-14 07:33:07.681974,2.93,low,normal,1,delivered
D01749,P001,C040,33109,2026-03-14 08:54:00.531828,2026-03-14 09:29:00.531828,2026-03-14 09:24:00.531828,3.13,medium,urgent,1,delivered
D01750,P006,C049,33139,2026-03-14 09:53:00.531828,2026-03-14 10:23:00.531828,2026-03-14 10:18:00.531828,1.26,medium,urgent,1,delivered
D01751,P002,C015,33137,2026-03-14 08:45:00.531828,2026-03-14 09:21:00.531828,2026-03-14 09:27:43.425899,5.89,low,normal,1,delivered
D01752,P002,C025,33137,2026-03-14 07:08:00.531828,2026-03-14 07:46:00.531828,2026-03-14 07:49:18.528926,0.52,medium,urgent,1,delivered
D01753,P006,C032,33139,2026-03-14 09:19:00.531828,2026-03-14 09:50:00.531828,2026-03-14 09:54:50.609846,1.94,medium,urgent,1,delivered
D01754,P007,C001,33139,2026-03-14 10:49:00.531828,2026-03-14 11:17:00.531828,2026-03-14 11:26:26.384241,5.7,low,normal,1,delivered
D01755,P008,C018,33101,2026-03-14 07:52:00.531828,2026-03-14 08:31:00.531828,2026-03-14 08:45:54.716457,1.79,low,normal,0,delivered
D01756,P000,C049,33109,2026-03-14 08:14:00.531828,2026-03-14 08:53:00.531828,2026-03-14 08:58:38.421170,0.56,low,normal,1,delivered
D01757,P005,C011,33101,2026-03-14 07:01:00.531828,2026-03-14 07:28:00.531828,2026-03-14 07:31:34.762458,1.33,high,normal,0,delivered
D01758,P000,C046,33109,2026-03-14 10:56:00.531828,2026-03-14 11:30:00.531828,2026-03-14 11:28:40.389884,4.51,low,normal,1,delivered
D01759,P009,C016,33139,2026-03-14 08:27:00.531828,2026-03-14 08:54:00.531828,2026-03-14 08:49:00.531828,3.62,high,urgent,0,delivered
D01760,P009,C023,33139,2026-03-14 09:10:00.531828,2026-03-14 09:46:00.531828,2026-03-14 09:41:00.531828,5.4,medium,urgent,0,delivered
D01761,P005,C034,33101,2026-03-14 10:05:00.531828,2026-03-14 10:40:00.531828,2026-03-14 10:44:05.248057,2.68,medium,urgent,1,delivered
D01762,P007,C032,33139,2026-03-14 07:16:00.531828,2026-03-14 07:52:00.531828,2026-03-14 07:56:46.104718,3.83,medium,normal,0,delivered
D01763,P000,C046,33109,2026-03-14 06:27:00.531828,2026-03-14 06:55:00.531828,2026-03-14 06:53:28.216616,4.28,high,normal,1,delivered
D01764,P002,C029,33137,2026-03-14 07:24:00.531828,2026-03-14 08:02:00.531828,2026-03-14 08:07:27.810529,1.95,high,urgent,1,delivered
D01765,P007,C043,33139,2026-03-14 07:59:00.531828,2026-03-14 08:28:00.531828,2026-03-14 08:23:00.531828,4.63,medium,normal,1,delivered
D01766,P008,C036,33101,2026-03-14 07:49:00.531828,2026-03-14 08:15:00.531828,2026-03-14 08:10:00.531828,1.75,low,urgent,0,delivered
D01767,P006,C021,33139,2026-03-14 09:28:00.531828,2026-03-14 10:11:00.531828,2026-03-14 10:15:09.927090,2.22,medium,urgent,1,delivered
D01768,P011,C024,33139,2026-03-14 06:34:00.531828,2026-03-14 07:17:00.531828,2026-03-14 07:12:00.531828,3.01,low,normal,0,delivered
D01769,P002,C037,33137,2026-03-14 08:12:00.531828,2026-03-14 08:41:00.531828,2026-03-14 08:36:00.531828,5.78,high,normal,0,delivered
D01770,P006,C032,33139,2026-03-14 06:30:00.531828,2026-03-14 06:59:00.531828,2026-03-14 06:54:00.531828,3.12,high,normal,1,delivered
D01771,P009,C036,33139,2026-03-14 07:45:00.531828,2026-03-14 08:18:00.531828,2026-03-14 08:24:48.206188,0.72,low,normal,1,delivered
D01772,P004,C025,33101,2026-03-14 09:44:00.531828,2026-03-14 10:14:00.531828,2026-03-14 10:09:00.531828,4.61,low,normal,1,delivered
D01773,P001,C003,33109,2026-03-14 07:57:00.531828,2026-03-14 08:27:00.531828,2026-03-14 08:26:36.790410,5.07,medium,normal,0,delivered
D01774,P007,C047,33139,2026-03-14 10:57:00.531828,2026-03-14 11:30:00.531828,2026-03-14 11:25:00.531828,4.29,low,normal,1,delivered
D01775,P000,C006,33109,2026-03-14 07:50:00.531828,2026-03-14 08:27:00.531828,2026-03-14 08:22:00.531828,4.15,high,urgent,1,delivered
D01776,P000,C020,33109,2026-03-14 12:01:00.531828,2026-03-14 12:38:00.531828,2026-03-14 12:41:40.738685,4.64,high,normal,0,delivered
D01777,P010,C013,33109,2026-03-14 08:12:00.531828,2026-03-14 08:47:00.531828,2026-03-14 08:50:50.331864,1.51,high,urgent,0,delivered
D01778,P004,C036,33101,2026-03-14 06:37:00.531828,2026-03-14 07:12:00.531828,2026-03-14 07:15:36.372920,1.53,high,normal,0,delivered
D01779,P008,C034,33101,2026-03-14 10:38:00.531828,2026-03-14 11:04:00.531828,2026-03-14 10:59:00.531828,4.06,medium,normal,0,delivered
D01780,P002,C005,33137,2026-03-14 10:34:00.531828,2026-03-14 11:08:00.531828,2026-03-14 11:14:14.787548,2.29,medium,normal,0,delivered
D01781,P002,C049,33137,2026-03-14 06:27:00.531828,2026-03-14 07:09:00.531828,2026-03-14 07:04:00.531828,5.67,high,urgent,0,delivered
D01782,P002,C035,33137,2026-03-14 07:19:00.531828,2026-03-14 07:47:00.531828,2026-03-14 07:50:35.304144,3.11,high,urgent,1,delivered
D01783,P004,C026,33101,2026-03-14 08:19:00.531828,2026-03-14 08:50:00.531828,2026-03-14 08:45:00.531828,4.74,medium,normal,1,delivered
D01784,P003,C015,33109,2026-03-14 11:39:00.531828,2026-03-14 12:07:00.531828,2026-03-14 12:02:00.531828,5.97,low,urgent,1,delivered
D01785,P001,C015,33109,2026-03-14 06:11:00.531828,2026-03-14 06:51:00.531828,2026-03-14 06:51:46.904260,2.1,low,urgent,1,delivered
D01786,P010,C047,33109,2026-03-14 08:32:00.531828,2026-03-14 09:09:00.531828,2026-03-14 09:13:31.661485,5.61,high,urgent,1,delivered
D01787,P002,C030,33137,2026-03-14 09:41:00.531828,2026-03-14 10:07:00.531828,2026-03-14 10:02:22.133230,3.62,low,normal,0,delivered
D01788,P009,C042,33139,2026-03-14 10:52:00.531828,2026-03-14 11:19:00.531828,2026-03-14 11:31:44.667700,3.31,high,urgent,0,delivered
D01789,P008,C040,33101,2026-03-14 07:35:00.531828,2026-03-14 08:06:00.531828,2026-03-14 08:08:16.244099,1.76,medium,urgent,0,delivered
D01790,P005,C045,33101,2026-03-14 10:12:00.531828,2026-03-14 10:41:00.531828,2026-03-14 10:43:41.406596,2.39,medium,urgent,1,delivered
D01791,P001,C035,33109,2026-03-14 06:14:00.531828,2026-03-14 06:43:00.531828,2026-03-14 06:38:00.531828,2.69,low,normal,0,delivered
D01792,P010,C048,33109,2026-03-14 10:20:00.531828,2026-03-14 10:54:00.531828,2026-03-14 11:11:07.329331,0.73,medium,urgent,0,delivered
D01793,P005,C047,33101,2026-03-14 08:50:00.531828,2026-03-14 09:28:00.531828,2026-03-14 09:23:00.531828,0.94,high,urgent,1,delivered
D01794,P007,C003,33139,2026-03-14 09:52:00.531828,2026-03-14 10:33:00.531828,2026-03-14 10:31:35.978388,5.23,medium,urgent,1,delivered
D01795,P004,C004,33101,2026-03-14 09:34:00.531828,2026-03-14 10:03:00.531828,2026-03-14 10:13:19.893552,2.91,low,normal,1,delivered
D01796,P010,C022,33109,2026-03-14 06:38:00.531828,2026-03-14 07:11:00.531828,2026-03-14 07:30:41.413666,4.18,high,urgent,0,delivered
D01797,P000,C037,33109,2026-03-14 11:35:00.531828,2026-03-14 12:00:00.531828,2026-03-14 12:05:25.166786,2.57,medium,normal,1,delivered
D01798,P001,C009,33109,2026-03-14 11:29:00.531828,2026-03-14 12:11:00.531828,2026-03-14 12:15:01.507730,3.86,high,normal,0,delivered
D01799,P007,C042,33139,2026-03-14 08:09:00.531828,2026-03-14 08:34:00.531828,2026-03-14 08:29:00.531828,5.09,medium,urgent,1,delivered
D01800,P010,C039,33109,2026-03-14 07:35:00.531828,2026-03-14 08:06:00.531828,2026-03-14 08:14:35.693969,0.85,medium,normal,0,delivered
D01801,P010,C014,33109,2026-03-14 09:53:00.531828,2026-03-14 10:25:00.531828,2026-03-14 10:39:47.870133,2.89,high,normal,0,delivered
D01802,P005,C027,33101,2026-03-14 11:09:00.531828,2026-03-14 11:38:00.531828,2026-03-14 11:35:36.579346,3.19,high,urgent,0,delivered
D01803,P005,C044,33101,2026-03-14 11:20:00.531828,2026-03-14 12:05:00.531828,2026-03-14 12:00:00.531828,0.98,medium,normal,0,delivered
D01804,P002,C032,33137,2026-03-14 07:09:00.531828,2026-03-14 07:52:00.531828,2026-03-14 07:47:00.531828,4.9,low,urgent,0,delivered
D01805,P004,C002,33101,2026-03-14 08:46:00.531828,2026-03-14 09:29:00.531828,2026-03-14 09:24:00.531828,3.96,high,urgent,1,delivered
D01806,P001,C042,33109,2026-03-14 10:36:00.531828,2026-03-14 11:20:00.531828,2026-03-14 11:15:00.531828,0.53,low,urgent,1,delivered
D01807,P011,C015,33139,2026-03-14 10:06:00.531828,2026-03-14 10:31:00.531828,2026-03-14 10:26:00.531828,4.12,medium,normal,0,delivered
